Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.135,61.74415732829892,-0.018195956454121306,-0.7246376811594203
0.004,0.145,61.325552871835875,-0.02021772939346812,-0.6942028985507246
0.008,0.14,61.325552871835875,-0.016640746500777605,-0.6840579710144927
0.012,0.12,60.90694841537283,-0.012286158631415241,-0.6666666666666666
0.016,0.13,61.11625064360435,-0.014774494556765163,-0.6652173913043479
0.02,0.115,60.90694841537283,-0.014307931570762053,-0.6492753623188405
0.024,0.11,59.6511350459837,-0.01026438569206843,-0.6217391304347826
0.028,0.1,59.44183281775218,-0.013063763608087092,-0.6405797101449275
0.032,0.1,59.6511350459837,-0.012286158631415241,-0.6260869565217392
0.036,0.09,59.44183281775218,-0.007465007776049767,-0.6246376811594203
0.04,0.105,58.39532167659457,-0.004510108864696734,-0.6318840579710145
0.044,0.085,58.60462390482609,-0.004354587869362364,-0.6115942028985507
0.048,0.085,58.60462390482609,-0.006065318818040436,-0.6173913043478261
0.052,0.08,58.18601944836305,-0.005909797822706065,-0.5884057971014492
0.056,0.08,57.55811276366848,-0.00933125972006221,-0.5826086956521739
0.06,0.07,57.34881053543696,-0.013996889580093312,-0.5855072463768116
0.064,0.07,57.13950830720544,-0.014930015552099534,-0.5623188405797102
0.068,0.06,57.34881053543696,-0.016329704510108865,-0.5608695652173913
0.072,0.065,56.720903850742395,-0.015241057542768274,-0.5420289855072464
0.076,0.07,56.511601622510874,-0.019440124416796267,-0.5289855072463768
0.08,0.08,56.30229939427935,-0.021150855365474338,-0.5101449275362319
0.084,0.06,56.09299716604783,-0.022861586314152412,-0.527536231884058
0.088,0.07,55.465090481353265,-0.026594090202177293,-0.5217391304347826
0.092,0.085,55.67439270958479,-0.025038880248833592,-0.5101449275362319
0.096,0.07,54.8371837966587,-0.026283048211508554,-0.5130434782608696
0.1,0.08,55.25578825312174,-0.025194401244167962,-0.4985507246376812
0.104,0.075,54.62788156842718,-0.025972006220839814,-0.49130434782608695
0.108,0.07,54.62788156842718,-0.02332814930015552,-0.46956521739130436
0.112,0.07,54.418579340195656,-0.019595645412130637,-0.44782608695652176
0.116,0.07,54.62788156842718,-0.026438569206842923,-0.43478260869565216
0.12,0.065,54.418579340195656,-0.017729393468118197,-0.4318840579710145
0.124,0.07,54.209277111964134,-0.013685847589424573,-0.43043478260869567
0.128,0.12,54.209277111964134,-0.012286158631415241,-0.43768115942028984
0.132,0.135,53.99997488373261,-0.013530326594090203,-0.4144927536231884
0.136,0.22,53.79067265550109,-0.007931570762052876,-0.4289855072463768
