Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.09,53.37206819903805,-0.049144634525660966,-0.6884057971014492
0.004,0.075,52.953463742575,-0.04043545878693624,-0.6768115942028986
0.008,0.075,52.53485928611196,-0.04447900466562986,-0.6666666666666666
0.012,0.06,52.53485928611196,-0.03639191290824261,-0.6884057971014492
0.016,0.07,52.116254829648916,-0.03545878693623639,-0.6985507246376812
0.02,0.065,52.32555705788044,-0.038102643856920686,-0.7043478260869566
0.024,0.065,52.116254829648916,-0.03390357698289269,-0.6956521739130435
0.028,0.06,52.116254829648916,-0.030637636080870917,-0.7246376811594203
0.032,0.08,52.116254829648916,-0.030793157076205287,-0.7
0.036,0.07,51.27904591672283,-0.030326594090202177,-0.7304347826086957
0.04,0.08,51.06974368849131,-0.027993779160186624,-0.6942028985507246
0.044,0.075,50.651139232028264,-0.024727838258164853,-0.7130434782608696
0.048,0.085,51.06974368849131,-0.025660964230171075,-0.7014492753623188
0.052,0.09,50.651139232028264,-0.028149300155520994,-0.6869565217391305
0.056,0.075,50.44183700379674,-0.03219284603421462,-0.6884057971014492
0.06,0.08,50.0232325473337,-0.03374805598755832,-0.7115942028985507
0.064,0.075,49.81393031910218,-0.042457231726283046,-0.6956521739130435
0.068,0.075,49.604628090870655,-0.0432348367029549,-0.7
0.072,0.08,49.604628090870655,-0.038258164852255055,-0.7202898550724638
0.076,0.14,49.39532586263913,-0.03561430793157076,-0.7159420289855073
0.08,0.175,49.39532586263913,-0.031259720062208396,-0.7159420289855073
0.084,0.235,49.604628090870655,-0.02255054432348367,-0.7333333333333333
0.088,0.36,48.558116949713046,-0.018973561430793158,-0.7231884057971014
0.092,0.535,48.76741917794457,-0.0029548989113530326,-0.7376811594202899
0.096,0.74,48.97672140617609,0.0035769828926905133,-0.7246376811594203
0.1,0.85,47.93021026501848,0.00015552099533437013,-0.7159420289855073
0.104,0.835,47.93021026501848,0.013063763608087092,-0.7115942028985507
0.108,0.6,48.76741917794457,-0.0026438569206842922,-0.7159420289855073
0.112,0.24,47.302303580323915,-0.008087091757387248,-0.7231884057971014
0.116,-0.09,47.93021026501848,-0.014618973561430793,-0.7275362318840579
0.12,-0.28,47.51160580855544,-0.016329704510108865,-0.7304347826086957
0.124,-0.34,47.302303580323915,-0.012441679626749611,-0.7463768115942029
0.128,-0.275,48.13951249325,-0.007309486780715396,-0.7507246376811594
0.132,-0.16,47.51160580855544,-0.0057542768273716955,-0.7434782608695653
0.136,-0.065,47.51160580855544,-0.003265940902021773,-0.7420289855072464
0.14,-0.04,47.302303580323915,-0.0029548989113530326,-0.7304347826086957
0.144,-0.0,46.46509466739783,-0.0015552099533437014,-0.736231884057971
0.148,0.055,47.72090803678696,-0.0017107309486780716,-0.7275362318840579
0.152,0.06,47.093001352092394,-0.002177293934681182,-0.7478260869565218
0.156,0.085,46.67439689562935,-0.006998444790046656,-0.7246376811594203
0.16,0.095,47.093001352092394,-0.006376360808709175,-0.7391304347826086
0.164,0.06,46.67439689562935,-0.00933125972006221,-0.7536231884057971
0.168,0.08,47.093001352092394,-0.013219284603421462,-0.7463768115942029
0.172,0.11,46.046490210934785,-0.017573872472783827,-0.744927536231884
0.176,0.1,46.88369912386087,-0.015552099533437015,-0.7623188405797101
0.18,0.1,46.25579243916631,-0.017107309486780714,-0.7579710144927536
0.184,0.085,46.88369912386087,-0.013219284603421462,-0.7753623188405797
0.188,0.09,46.25579243916631,-0.008709175738724729,-0.7710144927536232
0.192,0.1,46.46509466739783,-0.010575427682737169,-0.7579710144927536
0.196,0.11,46.25579243916631,-0.018973561430793158,-0.744927536231884
0.2,0.115,45.62788575447174,-0.01073094867807154,-0.7463768115942029
0.204,0.095,47.093001352092394,0.005598755832037325,-0.7594202898550725
0.208,0.11,46.046490210934785,-0.003110419906687403,-0.7434782608695653
0.212,0.12,46.88369912386087,0.005132192846034215,-0.7507246376811594
0.216,0.115,46.046490210934785,0.006220839813374806,-0.7652173913043478
0.22,0.105,46.88369912386087,0.0017107309486780716,-0.782608695652174
0.224,0.12,47.093001352092394,0.001244167962674961,-0.7811594202898551
0.228,0.12,46.67439689562935,0.008864696734059098,-0.7855072463768116
0.232,0.12,47.093001352092394,0.007620528771384137,-0.7782608695652173
0.236,0.12,46.25579243916631,0.00933125972006221,-0.782608695652174
0.24,0.125,47.093001352092394,0.006998444790046656,-0.763768115942029
0.244,0.13,47.093001352092394,0.009175738724727838,-0.7594202898550725
0.248,0.14,47.093001352092394,0.006842923794712286,-0.7536231884057971
0.252,0.13,46.88369912386087,0.0029548989113530326,-0.7666666666666667
0.256,0.145,46.25579243916631,-0.001244167962674961,-0.7405797101449275
0.26,0.135,47.302303580323915,-0.0037325038880248835,-0.7594202898550725
0.264,0.14,46.046490210934785,-0.004976671850699844,-0.7652173913043478
0.268,0.14,46.88369912386087,-0.00933125972006221,-0.7608695652173914
0.272,0.15,45.62788575447174,0.0009331259720062209,-0.7623188405797101
0.276,0.155,46.67439689562935,-0.013374805598755831,-0.7782608695652173
0.28,0.16,46.67439689562935,-0.01166407465007776,-0.7782608695652173
0.284,0.16,47.302303580323915,-0.01088646967340591,-0.7768115942028986
0.288,0.175,47.93021026501848,-0.014774494556765163,-0.7536231884057971
0.292,0.18,48.76741917794457,-0.027060653188180406,-0.7623188405797101
0.296,0.175,50.860441460259786,-0.013063763608087092,-0.7536231884057971
0.3,0.18,52.53485928611196,-0.02208398133748056,-0.7376811594202899
