Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.165,77.23252221743152,-0.027371695178849145,1.1115942028985508
0.004,0.17,77.23252221743152,-0.027993779160186624,1.1014492753623188
0.008,0.165,76.81391776096848,-0.028304821150855364,1.117391304347826
0.012,0.145,76.39531330450544,-0.03359253499222395,1.117391304347826
0.016,0.135,75.76740661981087,-0.03670295489891135,1.1246376811594203
0.02,0.13,76.18601107627391,-0.039191290824261274,1.1202898550724638
0.024,0.12,76.81391776096848,-0.04385692068429238,1.1304347826086956
0.028,0.1,76.18601107627391,-0.04525660964230171,1.127536231884058
0.032,0.1,75.1394999351163,-0.04805598755832037,1.126086956521739
0.036,0.09,74.30229102219022,-0.049766718506998445,1.1159420289855073
0.04,0.06,74.51159325042174,-0.05287713841368585,1.117391304347826
0.044,0.05,74.0929887939587,-0.049766718506998445,1.1014492753623188
0.048,0.065,73.88368656572717,-0.04727838258164852,1.107246376811594
0.052,0.065,73.88368656572717,-0.04821150855365474,1.0971014492753624
0.056,0.07,73.25577988103261,-0.04836702954898912,1.1028985507246376
0.06,0.065,72.83717542456957,-0.0447900466562986,1.107246376811594
0.064,0.075,72.62787319633804,-0.04354587869362364,1.107246376811594
0.068,0.07,72.41857096810652,-0.04105754276827372,1.1188405797101448
0.072,0.065,71.99996651164348,-0.03732503888024884,1.1159420289855073
0.076,0.08,71.79066428341196,-0.034681181959564544,1.127536231884058
0.08,0.07,71.16275759871739,-0.03670295489891135,1.1159420289855073
0.084,0.08,71.16275759871739,-0.035147744945567654,1.1188405797101448
0.088,0.08,70.95345537048587,-0.03234836702954899,1.108695652173913
0.092,0.07,70.74415314225435,-0.03654743390357698,1.1043478260869566
0.096,0.065,70.74415314225435,-0.0359253499222395,1.0942028985507246
0.1,0.075,70.11624645755978,-0.03670295489891135,1.0956521739130434
0.104,0.08,70.3255486857913,-0.03452566096423017,1.0942028985507246
0.108,0.08,69.69764200109674,-0.03608087091757387,1.107246376811594
0.112,0.1,69.69764200109674,-0.03328149300155521,1.107246376811594
0.116,0.125,69.90694422932826,-0.03312597200622084,1.1246376811594203
0.12,0.215,69.2790375446337,-0.027838258164852255,1.1115942028985508
0.124,0.35,68.86043308817065,-0.024572317262830483,1.1231884057971016
0.128,0.58,68.86043308817065,-0.014618973561430793,1.1130434782608696
0.132,0.9,68.86043308817065,-0.0017107309486780716,1.1130434782608696
0.136,1.215,68.86043308817065,0.0027993779160186624,1.1028985507246376
0.14,1.36,68.65113085993913,0.002488335925349922,1.098550724637681
0.144,1.195,68.65113085993913,-0.0038880248833592537,1.0840579710144929
0.148,0.785,68.23252640347609,-0.016329704510108865,1.0884057971014494
0.152,0.24,68.23252640347609,-0.03234836702954899,1.0840579710144929
0.156,-0.215,68.23252640347609,-0.03965785381026438,1.0927536231884059
0.16,-0.4,67.81392194701304,-0.04059097978227061,1.0956521739130434
0.164,-0.4,67.60461971878152,-0.03701399688958009,1.098550724637681
0.168,-0.275,67.81392194701304,-0.034836702954898914,1.1
0.172,-0.155,67.18601526231848,-0.029548989113530325,1.0971014492753624
0.176,-0.11,67.18601526231848,-0.030326594090202177,1.107246376811594
0.18,-0.05,67.18601526231848,-0.03110419906687403,1.0942028985507246
0.184,-0.01,66.97671303408696,-0.030637636080870917,1.0956521739130434
0.188,-0.0,67.18601526231848,-0.027993779160186624,1.0840579710144929
0.192,0.025,66.97671303408696,-0.030171073094867808,1.0855072463768116
0.196,0.02,66.55810857762391,-0.031726283048211505,1.0724637681159421
0.2,0.03,66.34880634939239,-0.03312597200622084,1.0855072463768116
0.204,0.03,66.34880634939239,-0.03297045101088647,1.0826086956521739
0.208,0.04,66.34880634939239,-0.03297045101088647,1.0971014492753624
0.212,0.045,66.34880634939239,-0.03359253499222395,1.1
0.216,0.04,66.13950412116087,-0.030637636080870917,1.1115942028985508
0.22,0.055,66.34880634939239,-0.02534992223950233,1.1028985507246376
0.224,0.06,65.72089966469782,-0.025194401244167962,1.1130434782608696
0.228,0.06,65.72089966469782,-0.02161741835147745,1.107246376811594
0.232,0.06,65.5115974364663,-0.017107309486780714,1.1115942028985508
0.236,0.07,65.5115974364663,-0.016174183514774496,1.1028985507246376
0.24,0.075,65.09299298000326,-0.016640746500777605,1.1043478260869566
0.244,0.07,65.30229520823478,-0.01166407465007776,1.0956521739130434
0.248,0.08,65.30229520823478,-0.007620528771384137,1.1014492753623188
0.252,0.08,65.5115974364663,-0.008864696734059098,1.1014492753623188
0.256,0.085,64.88369075177174,-0.006220839813374806,1.1014492753623188
0.26,0.09,64.88369075177174,-0.0018662519440124418,1.1144927536231883
0.264,0.095,64.67438852354022,0.0017107309486780716,1.1130434782608696
0.268,0.09,64.67438852354022,0.003265940902021773,1.1188405797101448
0.272,0.1,64.4650862953087,0.00933125972006221,1.117391304347826
0.276,0.085,64.04648183884565,0.009020217729393468,1.117391304347826
0.28,0.1,63.837179610614136,0.008709175738724729,1.1101449275362318
0.284,0.115,63.837179610614136,0.007465007776049767,1.108695652173913
0.288,0.11,63.837179610614136,0.009175738724727838,1.098550724637681
0.292,0.12,63.41857515415109,0.006842923794712286,1.1014492753623188
0.296,0.13,63.627877382382614,0.003110419906687403,1.0884057971014494
0.3,0.125,63.627877382382614,0.003110419906687403,1.1043478260869566
0.304,0.135,64.04648183884565,0.0017107309486780716,1.1014492753623188
0.308,0.14,64.25578406707717,0.0009331259720062209,1.1130434782608696
0.312,0.145,65.09299298000326,0.001088646967340591,1.1144927536231883
0.316,0.165,65.72089966469782,0.00031104199066874026,1.1231884057971016
0.32,0.165,67.81392194701304,0.0009331259720062209,1.1115942028985508
0.324,0.17,69.48833977286522,0.001244167962674961,1.1101449275362318
0.328,0.175,71.99996651164348,0.0057542768273716955,1.0956521739130434
0.332,0.18,73.04647765280109,0.01119751166407465,1.0956521739130434
0.336,0.185,76.39531330450544,0.016796267496111975,1.0782608695652174
0.34,0.205,78.9069400432837,0.022861586314152412,1.0782608695652174
0.344,0.205,81.41856678206196,0.029237947122861586,1.0608695652173914
0.348,0.215,84.97670466199783,0.03623639191290824,1.065217391304348
0.352,0.23,88.74414477016522,0.039502332814930013,1.065217391304348
0.356,0.23,92.30228265010109,0.04307931570762053,1.0710144927536231
0.36,0.245,96.06972275826848,0.049144634525660966,1.0768115942028986
0.364,0.255,100.0464650946674,0.05427682737169518,1.0710144927536231
0.368,0.25,104.23250965929783,0.05660964230171073,1.0753623188405796
0.372,0.255,108.20925199569675,0.060964230171073094,1.0666666666666667
0.376,0.27,112.39529656032718,0.0645412130637636,1.0681159420289854
0.38,0.28,115.95343444026305,0.06267496111975117,1.0623188405797102
