Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.015,73.88368656572717,0.028304821150855364,0.30289855072463767
0.004,0.015,73.04647765280109,0.025038880248833592,0.30869565217391304
0.008,0.005,71.79066428341196,0.023950233281493,0.2971014492753623
0.012,0.02,70.74415314225435,0.023017107309486782,0.30579710144927535
0.016,0.015,70.11624645755978,0.02223950233281493,0.3072463768115942
0.02,0.02,69.48833977286522,0.02052877138413686,0.33043478260869563
0.024,0.025,68.23252640347609,0.02052877138413686,0.3217391304347826
0.028,0.02,67.39531749055,0.021150855365474338,0.3318840579710145
0.032,0.025,66.97671303408696,0.019129082426127528,0.34057971014492755
0.036,0.04,65.93020189292935,0.016796267496111975,0.3333333333333333
0.04,0.025,65.5115974364663,0.018040435458786936,0.3217391304347826
0.044,0.03,64.25578406707717,0.019284603421461897,0.3173913043478261
0.048,0.035,63.627877382382614,0.017262830482115084,0.3130434782608696
0.052,0.03,63.20927292591957,0.016018662519440126,0.3130434782608696
0.056,0.05,62.16276178476196,0.014774494556765163,0.3115942028985507
0.06,0.04,61.5348551000674,0.01088646967340591,0.30579710144927535
0.064,0.03,61.325552871835875,0.008553654743390357,0.30869565217391304
0.068,0.05,60.69764618714131,0.007465007776049767,0.32028985507246377
0.072,0.04,59.23253058952066,0.006220839813374806,0.33043478260869563
0.076,0.04,58.60462390482609,0.002488335925349922,0.32463768115942027
0.08,0.055,58.18601944836305,0.003421461897356143,0.336231884057971
0.084,0.05,57.55811276366848,0.0037325038880248835,0.3188405797101449
0.088,0.055,57.13950830720544,0.0006220839813374805,0.3188405797101449
0.092,0.045,56.720903850742395,-0.0018662519440124418,0.2956521739130435
0.096,0.06,56.30229939427935,-0.0038880248833592537,0.3
0.1,0.055,55.465090481353265,-0.005598755832037325,0.28405797101449276
0.104,0.05,55.04648602489022,-0.004976671850699844,0.28695652173913044
0.108,0.06,54.62788156842718,-0.004354587869362364,0.2855072463768116
0.112,0.055,53.99997488373261,-0.002021772939346812,0.3072463768115942
0.116,0.05,53.79067265550109,-0.001088646967340591,0.30289855072463767
0.12,0.07,53.79067265550109,-0.00015552099533437013,0.3072463768115942
0.124,0.06,53.37206819903805,0.0017107309486780716,0.2942028985507246
0.128,0.06,52.953463742575,0.0037325038880248835,0.3
0.132,0.07,52.953463742575,0.0015552099533437014,0.2956521739130435
0.136,0.055,53.162765970806525,-0.0035769828926905133,0.2956521739130435
0.14,0.06,52.953463742575,-0.004199066874027994,0.2855072463768116
0.144,0.055,52.116254829648916,-0.005909797822706065,0.28840579710144926
0.148,0.045,52.116254829648916,-0.010575427682737169,0.2898550724637681
0.152,0.06,52.953463742575,-0.01181959564541213,0.27246376811594203
0.156,0.045,52.53485928611196,-0.014152410575427682,0.2811594202898551
0.16,0.06,52.116254829648916,-0.016329704510108865,0.2956521739130435
0.164,0.06,52.53485928611196,-0.016174183514774496,0.30289855072463767
0.168,0.06,52.953463742575,-0.014774494556765163,0.29130434782608694
0.172,0.065,52.116254829648916,-0.016640746500777605,0.30144927536231886
0.176,0.05,52.116254829648916,-0.019284603421461897,0.2971014492753623
0.18,0.055,53.162765970806525,-0.02006220839813375,0.3101449275362319
0.184,0.055,53.162765970806525,-0.021306376360808708,0.2898550724637681
