Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.175,110.72087873447501,-0.060342146189735615,0.47246376811594204
0.004,0.165,110.72087873447501,-0.060964230171073094,0.45507246376811594
0.008,0.145,110.93018096270653,-0.061430793157076204,0.4811594202898551
0.012,0.12,110.72087873447501,-0.060808709175738725,0.4826086956521739
0.016,0.115,110.09297204978044,-0.05909797822706065,0.46956521739130436
0.02,0.09,108.83715868039131,-0.0594090202177294,0.4579710144927536
0.024,0.07,107.37204308277066,-0.05847589424572317,0.463768115942029
0.028,0.055,105.69762525691849,-0.05458786936236392,0.45507246376811594
0.032,0.06,104.44181188752935,-0.049766718506998445,0.4463768115942029
0.036,0.04,102.76739406167718,-0.04852255054432349,0.45072463768115945
0.04,0.025,101.092976235825,-0.047900466562986,0.4666666666666667
0.044,0.035,98.99995395350979,-0.04370139968895801,0.45652173913043476
0.048,0.02,97.32553612765761,-0.039346811819595644,0.45507246376811594
0.052,-0.0,95.86042053003696,-0.037947122861586316,0.4855072463768116
0.056,0.01,93.76739824772174,-0.03297045101088647,0.46956521739130436
0.06,0.005,91.465073737175,-0.03219284603421462,0.49420289855072463
0.064,0.005,90.4185625960174,-0.030793157076205287,0.47391304347826085
0.068,-0.005,88.5348425419337,-0.0297045101088647,0.47681159420289854
0.072,-0.0,86.65112248785,-0.027682737169517885,0.4753623188405797
0.076,-0.0,84.7674024337663,-0.029237947122861586,0.45362318840579713
0.08,-0.0,83.30228683614565,-0.030948678071539656,0.4579710144927536
0.084,-0.0,81.837171238525,-0.03328149300155521,0.46956521739130436
0.088,-0.0,80.37205564090435,-0.03312597200622084,0.4608695652173913
0.092,0.015,79.11624227151522,-0.03670295489891135,0.45362318840579713
0.096,0.015,78.06973113035761,-0.0401244167962675,0.4753623188405797
0.1,-0.0,76.60461553273696,-0.042301710730948676,0.48840579710144927
0.104,0.005,75.76740661981087,-0.04385692068429238,0.4782608695652174
0.108,-0.0,74.72089547865326,-0.04370139968895801,0.49420289855072463
0.112,0.005,73.88368656572717,-0.04510108864696734,0.4782608695652174
0.116,0.005,72.41857096810652,-0.04525660964230171,0.4811594202898551
0.12,0.01,71.99996651164348,-0.045878693623639194,0.46956521739130436
0.124,-0.0,70.53485091402283,-0.048833592534992226,0.4826086956521739
0.128,0.02,69.69764200109674,-0.048833592534992226,0.45217391304347826
0.132,0.02,68.65113085993913,-0.04541213063763608,0.45072463768115945
0.136,0.015,68.02322417524456,-0.04852255054432349,0.4652173913043478
0.14,0.025,67.60461971878152,-0.049144634525660966,0.463768115942029
0.144,0.025,66.34880634939239,-0.04665629860031104,0.463768115942029
0.148,0.015,66.13950412116087,-0.04416796267496112,0.48985507246376814
0.152,0.03,65.5115974364663,-0.04307931570762053,0.48405797101449277
0.156,0.02,65.09299298000326,-0.04027993779160187,0.48695652173913045
0.16,0.03,63.837179610614136,-0.038724727838258165,0.4971014492753623
0.164,0.04,63.627877382382614,-0.03748055987558321,0.47391304347826085
0.168,0.03,62.79066846945653,-0.034992223950233284,0.4956521739130435
0.172,0.04,61.95345955653044,-0.03188180404354588,0.4681159420289855
0.176,0.03,61.325552871835875,-0.030793157076205287,0.4855072463768116
0.18,0.04,60.69764618714131,-0.031726283048211505,0.4579710144927536
0.184,0.04,59.86043727421522,-0.031570762052877135,0.4826086956521739
0.188,0.045,59.6511350459837,-0.0297045101088647,0.45942028985507244
0.192,0.04,59.023228361289135,-0.028615863141524107,0.4985507246376812
0.196,0.05,58.18601944836305,-0.027682737169517885,0.47681159420289854
0.2,0.04,57.55811276366848,-0.028149300155520994,0.5014492753623189
0.204,0.05,56.720903850742395,-0.027838258164852255,0.5014492753623189
0.208,0.06,56.30229939427935,-0.030326594090202177,0.49420289855072463
0.212,0.05,56.09299716604783,-0.03312597200622084,0.4811594202898551
0.216,0.045,56.09299716604783,-0.03545878693623639,0.5
0.22,0.05,55.465090481353265,-0.03670295489891135,0.4797101449275362
0.224,0.055,54.8371837966587,-0.04043545878693624,0.4753623188405797
0.228,0.055,54.418579340195656,-0.039191290824261274,0.4652173913043478
0.232,0.06,54.62788156842718,-0.038724727838258165,0.47101449275362317
0.236,0.06,54.209277111964134,-0.0416796267496112,0.463768115942029
0.24,0.05,53.79067265550109,-0.0447900466562986,0.4753623188405797
0.244,0.06,53.37206819903805,-0.042612752721617415,0.48695652173913045
0.248,0.06,53.58137042726957,-0.041990668740279936,0.47391304347826085
0.252,0.07,53.58137042726957,-0.04183514774494557,0.4985507246376812
0.256,0.075,53.37206819903805,-0.03608087091757387,0.48985507246376814
0.26,0.06,53.162765970806525,-0.03670295489891135,0.4811594202898551
0.264,0.06,53.162765970806525,-0.034836702954898914,0.48695652173913045
0.268,0.065,53.162765970806525,-0.029860031104199068,0.4811594202898551
0.272,0.06,53.37206819903805,-0.025660964230171075,0.4652173913043478
0.276,0.06,53.162765970806525,-0.0223950233281493,0.4753623188405797
0.28,0.06,53.79067265550109,-0.02177293934681182,0.4579710144927536
0.284,0.065,53.99997488373261,-0.02021772939346812,0.4681159420289855
0.288,0.06,54.209277111964134,-0.015552099533437015,0.463768115942029
0.292,0.06,54.209277111964134,-0.016018662519440126,0.48695652173913045
0.296,0.06,54.62788156842718,-0.017107309486780714,0.4666666666666667
0.3,0.06,54.62788156842718,-0.017729393468118197,0.5028985507246376
0.304,0.07,55.25578825312174,-0.016329704510108865,0.48405797101449277
0.308,0.07,55.67439270958479,-0.017884914463452566,0.4811594202898551
0.312,0.055,56.30229939427935,-0.015863141524105753,0.49420289855072463
0.316,0.065,55.88369493781631,-0.018040435458786936,0.4811594202898551
0.32,0.06,56.720903850742395,-0.017729393468118197,0.4666666666666667
0.324,0.065,57.13950830720544,-0.018351477449455676,0.4753623188405797
0.328,0.06,56.93020607897392,-0.015552099533437015,0.4579710144927536
0.332,0.065,57.55811276366848,-0.012597200622083981,0.47246376811594204
0.336,0.075,57.767414991900004,-0.01275272161741835,0.4608695652173913
0.34,0.065,58.81392613305761,-0.014930015552099534,0.4826086956521739
0.344,0.07,57.976717220131526,-0.007931570762052876,0.47246376811594204
0.348,0.065,58.81392613305761,-0.006220839813374806,0.48695652173913045
0.352,0.065,58.81392613305761,-0.0018662519440124418,0.49420289855072463
0.356,0.08,59.44183281775218,-0.0018662519440124418,0.47101449275362317
0.36,0.065,59.23253058952066,-0.00046656298600311044,0.4826086956521739
0.364,0.08,59.6511350459837,-0.0007776049766718507,0.47246376811594204
0.368,0.08,59.86043727421522,-0.0,0.4579710144927536
0.372,0.075,59.86043727421522,0.003110419906687403,0.4681159420289855
0.376,0.08,59.6511350459837,0.004976671850699844,0.45362318840579713
0.38,0.08,60.48834395890979,0.004043545878693624,0.45217391304347826
0.384,0.075,60.279041730678266,0.005598755832037325,0.4666666666666667
0.388,0.075,60.279041730678266,0.007465007776049767,0.44782608695652176
0.392,0.065,60.279041730678266,0.005909797822706065,0.4811594202898551
0.396,0.08,60.69764618714131,0.004665629860031105,0.47391304347826085
0.4,0.075,60.69764618714131,0.0013996889580093312,0.4753623188405797
0.404,0.075,60.90694841537283,0.0006220839813374805,0.48695652173913045
0.408,0.075,60.279041730678266,-0.00031104199066874026,0.47246376811594204
0.412,0.07,60.279041730678266,-0.0,0.46956521739130436
0.416,0.085,60.069739502446744,-0.002488335925349922,0.4782608695652174
0.42,0.08,60.279041730678266,0.0017107309486780716,0.45507246376811594
0.424,0.08,60.279041730678266,-0.0009331259720062209,0.4623188405797101
0.428,0.08,59.6511350459837,0.003265940902021773,0.45072463768115945
0.432,0.08,59.44183281775218,0.0018662519440124418,0.45217391304347826
0.436,0.075,59.6511350459837,0.0015552099533437014,0.4666666666666667
0.44,0.08,59.23253058952066,-0.0013996889580093312,0.463768115942029
0.444,0.075,58.81392613305761,0.0013996889580093312,0.4753623188405797
0.448,0.09,58.81392613305761,0.0018662519440124418,0.48695652173913045
0.452,0.085,58.81392613305761,0.0006220839813374805,0.4666666666666667
0.456,0.08,57.976717220131526,-0.0,0.47101449275362317
0.46,0.08,57.976717220131526,-0.0009331259720062209,0.463768115942029
0.464,0.08,57.976717220131526,-0.002021772939346812,0.4608695652173913
0.468,0.09,57.55811276366848,-0.004354587869362364,0.4492753623188406
0.472,0.08,57.13950830720544,-0.004976671850699844,0.45652173913043476
0.476,0.085,56.720903850742395,-0.006687402799377916,0.43478260869565216
0.48,0.09,56.30229939427935,-0.009797822706065318,0.43333333333333335
0.484,0.1,55.88369493781631,-0.01166407465007776,0.4579710144927536
0.488,0.115,55.67439270958479,-0.01181959564541213,0.43333333333333335
0.492,0.11,55.465090481353265,-0.012908242612752722,0.47681159420289854
0.496,0.125,55.25578825312174,-0.014307931570762053,0.45217391304347826
0.5,0.11,54.62788156842718,-0.015241057542768274,0.47246376811594204
0.504,0.125,54.418579340195656,-0.013219284603421462,0.4579710144927536
0.508,0.13,53.79067265550109,-0.013685847589424573,0.4492753623188406
0.512,0.12,53.79067265550109,-0.012597200622083981,0.4623188405797101
0.516,0.14,53.58137042726957,-0.01181959564541213,0.4405797101449275
0.52,0.14,53.37206819903805,-0.009953343701399688,0.4463768115942029
0.524,0.155,53.162765970806525,-0.01181959564541213,0.43043478260869567
0.528,0.16,52.116254829648916,-0.006687402799377916,0.43333333333333335
0.532,0.16,51.69765037318587,-0.004665629860031105,0.43768115942028984
0.536,0.155,51.69765037318587,-0.004354587869362364,0.43333333333333335
0.54,0.14,51.27904591672283,-0.006842923794712286,0.4579710144927536
0.544,0.14,50.651139232028264,-0.0038880248833592537,0.4579710144927536
0.548,0.135,51.27904591672283,0.002488335925349922,0.4463768115942029
0.552,0.12,50.44183700379674,0.00015552099533437013,0.4623188405797101
0.556,0.115,50.0232325473337,-0.0,0.43768115942028984
0.56,0.12,49.18602363440761,0.0027993779160186624,0.4420289855072464
0.564,0.1,49.18602363440761,0.00031104199066874026,0.4449275362318841
0.568,0.115,49.18602363440761,0.0013996889580093312,0.4246376811594203
0.572,0.115,49.18602363440761,0.0013996889580093312,0.4101449275362319
0.576,0.095,48.76741917794457,-0.002021772939346812,0.41739130434782606
0.58,0.08,48.348814721481524,-0.006376360808709175,0.4217391304347826
0.584,0.085,48.13951249325,-0.006220839813374806,0.4449275362318841
0.588,0.08,47.93021026501848,-0.007309486780715396,0.4318840579710145
0.592,0.085,47.93021026501848,-0.007153965785381027,0.4434782608695652
0.596,0.1,47.302303580323915,-0.009020217729393468,0.43478260869565216
0.6,0.08,47.302303580323915,-0.01104199066874028,0.4579710144927536
0.604,0.085,46.46509466739783,-0.012908242612752722,0.43333333333333335
0.608,0.095,46.88369912386087,-0.015552099533437015,0.4289855072463768
0.612,0.085,46.46509466739783,-0.016329704510108865,0.43043478260869567
0.616,0.08,46.25579243916631,-0.017262830482115084,0.43478260869565216
0.62,0.085,46.25579243916631,-0.016796267496111975,0.4246376811594203
0.624,0.085,46.046490210934785,-0.017729393468118197,0.4217391304347826
0.628,0.09,45.83718798270326,-0.014307931570762053,0.4115942028985507
0.632,0.08,45.41858352624022,-0.009953343701399688,0.42028985507246375
0.636,0.08,45.62788575447174,-0.010575427682737169,0.427536231884058
0.64,0.08,45.62788575447174,-0.0104199066874028,0.4463768115942029
0.644,0.09,44.58137461331413,-0.007153965785381027,0.4405797101449275
0.648,0.095,44.790676841545654,-0.0023328149300155523,0.4289855072463768
0.652,0.135,45.2092812980087,0.0007776049766718507,0.45217391304347826
0.656,0.16,44.999979069777176,0.006220839813374806,0.42318840579710143
0.66,0.23,44.37207238508261,0.013530326594090203,0.4420289855072464
0.664,0.325,44.37207238508261,0.019595645412130637,0.4217391304347826
0.668,0.54,43.744165700388045,0.027060653188180406,0.427536231884058
0.672,0.73,43.744165700388045,0.03748055987558321,0.4115942028985507
0.676,0.9,43.53486347215652,0.039191290824261274,0.4260869565217391
0.68,0.96,43.53486347215652,0.029082426127527216,0.40144927536231884
0.684,0.74,43.744165700388045,0.019284603421461897,0.4260869565217391
0.688,0.4,43.744165700388045,0.0023328149300155523,0.41304347826086957
0.692,0.03,43.53486347215652,-0.009953343701399688,0.43478260869565216
0.696,-0.245,43.744165700388045,-0.018973561430793158,0.42318840579710143
0.7,-0.345,42.90695678746196,-0.022861586314152412,0.43478260869565216
0.704,-0.3,43.11625901569348,-0.02052877138413686,0.43478260869565216
0.708,-0.2,42.90695678746196,-0.02037325038880249,0.42318840579710143
0.712,-0.115,42.90695678746196,-0.019906687402799376,0.4217391304347826
0.716,-0.06,42.90695678746196,-0.016174183514774496,0.4043478260869565
0.72,-0.005,42.27905010276739,-0.013996889580093312,0.4057971014492754
0.724,0.025,42.27905010276739,-0.013996889580093312,0.41884057971014493
0.728,0.055,41.86044564630435,-0.008864696734059098,0.41739130434782606
0.732,0.065,42.27905010276739,-0.004510108864696734,0.4289855072463768
0.736,0.095,42.06974787453587,-0.006687402799377916,0.41739130434782606
0.74,0.085,42.06974787453587,-0.009020217729393468,0.4246376811594203
0.744,0.075,41.65114341807283,-0.003421461897356143,0.43478260869565216
0.748,0.065,42.06974787453587,-0.002488335925349922,0.4405797101449275
0.752,0.075,42.06974787453587,-0.0006220839813374805,0.43768115942028984
0.756,0.085,41.441841189841305,-0.00046656298600311044,0.41884057971014493
0.76,0.095,41.65114341807283,-0.0,0.4101449275362319
0.764,0.09,41.65114341807283,-0.002021772939346812,0.39855072463768115
0.768,0.095,41.232538961609784,-0.002488335925349922,0.40144927536231884
0.772,0.095,41.441841189841305,-0.0,0.3898550724637681
0.776,0.1,41.02323673337826,-0.0026438569206842922,0.40144927536231884
0.78,0.095,41.65114341807283,-0.006065318818040436,0.39565217391304347
0.784,0.1,41.232538961609784,-0.006220839813374806,0.41739130434782606
