Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.055,67.60461971878152,0.004976671850699844,0.3826086956521739
0.004,0.05,68.65113085993913,0.001088646967340591,0.39710144927536234
0.008,0.06,68.86043308817065,-0.00031104199066874026,0.3884057971014493
0.012,0.05,69.06973531640217,-0.004199066874027994,0.3782608695652174
0.016,0.06,69.06973531640217,-0.006531881804043546,0.36086956521739133
0.02,0.06,69.69764200109674,-0.013685847589424573,0.3782608695652174
0.024,0.06,69.69764200109674,-0.014930015552099534,0.3536231884057971
0.028,0.07,70.3255486857913,-0.015552099533437015,0.36666666666666664
0.032,0.06,70.53485091402283,-0.018195956454121306,0.3536231884057971
0.036,0.06,70.95345537048587,-0.018195956454121306,0.37971014492753624
0.04,0.065,70.74415314225435,-0.017418351477449457,0.36666666666666664
0.044,0.06,71.79066428341196,-0.017262830482115084,0.3753623188405797
0.048,0.075,71.79066428341196,-0.017262830482115084,0.39855072463768115
0.052,0.055,71.58136205518043,-0.015085536547433904,0.3739130434782609
0.056,0.06,71.79066428341196,-0.015241057542768274,0.372463768115942
0.06,0.065,71.79066428341196,-0.016951788491446344,0.38115942028985506
0.064,0.065,71.99996651164348,-0.016485225505443235,0.3710144927536232
0.068,0.07,72.209268739875,-0.013841368584758942,0.35507246376811596
0.072,0.06,72.209268739875,-0.014152410575427682,0.35942028985507246
0.076,0.08,72.209268739875,-0.013685847589424573,0.34782608695652173
0.08,0.065,71.79066428341196,-0.013841368584758942,0.35942028985507246
0.084,0.08,71.79066428341196,-0.013374805598755831,0.35797101449275365
0.088,0.06,71.99996651164348,-0.014930015552099534,0.3739130434782609
0.092,0.065,71.58136205518043,-0.015396578538102643,0.36231884057971014
0.096,0.07,71.16275759871739,-0.018040435458786936,0.3884057971014493
0.1,0.055,71.58136205518043,-0.019906687402799376,0.37681159420289856
0.104,0.07,71.58136205518043,-0.023017107309486782,0.3695652173913043
0.108,0.075,70.53485091402283,-0.02534992223950233,0.372463768115942
0.112,0.08,70.3255486857913,-0.027993779160186624,0.36086956521739133
0.116,0.08,70.53485091402283,-0.03203732503888025,0.36086956521739133
0.12,0.07,69.90694422932826,-0.03670295489891135,0.3492753623188406
0.124,0.085,69.06973531640217,-0.039191290824261274,0.34492753623188405
0.128,0.08,68.65113085993913,-0.04121306376360809,0.34057971014492755
0.132,0.095,68.44182863170761,-0.046034214618973564,0.3521739130434783
0.136,0.08,68.44182863170761,-0.04852255054432349,0.3492753623188406
0.14,0.095,68.02322417524456,-0.04665629860031104,0.36231884057971014
0.144,0.095,67.18601526231848,-0.04696734059097978,0.3536231884057971
0.148,0.105,67.18601526231848,-0.046034214618973564,0.3652173913043478
0.152,0.12,67.18601526231848,-0.04416796267496112,0.35797101449275365
0.156,0.12,67.18601526231848,-0.042612752721617415,0.3492753623188406
0.16,0.115,65.5115974364663,-0.042146189735614306,0.3507246376811594
0.164,0.115,65.72089966469782,-0.03981337480559875,0.33768115942028987
0.168,0.12,65.30229520823478,-0.034836702954898914,0.33043478260869563
0.172,0.155,64.88369075177174,-0.03297045101088647,0.32463768115942027
0.176,0.14,64.67438852354022,-0.03250388802488336,0.3115942028985507
0.18,0.165,64.04648183884565,-0.030482115085536547,0.3347826086956522
0.184,0.16,63.837179610614136,-0.028615863141524107,0.3115942028985507
0.188,0.16,63.41857515415109,-0.028304821150855364,0.3463768115942029
0.192,0.145,63.41857515415109,-0.027682737169517885,0.3289855072463768
0.196,0.135,62.581366241225005,-0.027527216174183515,0.3507246376811594
0.2,0.135,62.581366241225005,-0.027838258164852255,0.32608695652173914
0.204,0.14,62.372064012993484,-0.029082426127527216,0.34492753623188405
0.208,0.135,61.95345955653044,-0.028926905132192846,0.32028985507246377
0.212,0.125,61.5348551000674,-0.027993779160186624,0.32608695652173914
0.216,0.12,61.325552871835875,-0.0297045101088647,0.32028985507246377
0.22,0.12,60.69764618714131,-0.03312597200622084,0.3188405797101449
0.224,0.1,60.279041730678266,-0.0343701399688958,0.30289855072463767
0.228,0.095,60.279041730678266,-0.034681181959564544,0.3072463768115942
0.232,0.09,60.48834395890979,-0.03981337480559875,0.3101449275362319
0.236,0.08,59.44183281775218,-0.04385692068429238,0.32753623188405795
0.24,0.08,58.81392613305761,-0.04650077760497667,0.3333333333333333
0.244,0.06,59.023228361289135,-0.050077760497667184,0.33043478260869563
0.248,0.075,58.60462390482609,-0.05178849144634526,0.33768115942028987
0.252,0.08,58.18601944836305,-0.05256609642301711,0.33768115942028987
0.256,0.07,58.60462390482609,-0.05225505443234837,0.33043478260869563
0.26,0.065,57.976717220131526,-0.052099533437014,0.3173913043478261
0.264,0.075,57.767414991900004,-0.049455676516329705,0.32608695652173914
0.268,0.08,57.13950830720544,-0.045878693623639194,0.3159420289855073
0.272,0.085,57.34881053543696,-0.04525660964230171,0.3173913043478261
0.276,0.08,56.93020607897392,-0.04541213063763608,0.3159420289855073
0.28,0.065,56.30229939427935,-0.04432348367029549,0.32463768115942027
0.284,0.08,56.30229939427935,-0.042301710730948676,0.3130434782608696
0.288,0.085,56.720903850742395,-0.04152410575427683,0.3318840579710145
0.292,0.09,55.67439270958479,-0.0416796267496112,0.34492753623188405
0.296,0.075,55.465090481353265,-0.0416796267496112,0.34347826086956523
0.3,0.08,55.25578825312174,-0.04027993779160187,0.3347826086956522
0.304,0.08,55.465090481353265,-0.04105754276827372,0.34492753623188405
0.308,0.08,54.8371837966587,-0.037947122861586316,0.32463768115942027
0.312,0.105,54.8371837966587,-0.03670295489891135,0.3188405797101449
0.316,0.14,54.8371837966587,-0.034681181959564544,0.32753623188405795
0.32,0.2,54.418579340195656,-0.03110419906687403,0.3115942028985507
0.324,0.31,53.99997488373261,-0.02177293934681182,0.3144927536231884
0.328,0.465,53.99997488373261,-0.009953343701399688,0.3101449275362319
0.332,0.68,53.99997488373261,-0.002488335925349922,0.3217391304347826
0.336,0.855,53.99997488373261,0.0017107309486780716,0.3217391304347826
0.34,0.945,53.58137042726957,0.00046656298600311044,0.3347826086956522
0.344,0.775,53.79067265550109,-0.00933125972006221,0.3391304347826087
0.348,0.475,53.79067265550109,-0.02270606531881804,0.32318840579710145
0.352,0.08,53.58137042726957,-0.03343701399688958,0.3159420289855073
0.356,-0.25,53.37206819903805,-0.03981337480559875,0.32463768115942027
0.36,-0.365,52.953463742575,-0.04385692068429238,0.3130434782608696
0.364,-0.355,52.953463742575,-0.04074650077760498,0.30869565217391304
0.368,-0.245,52.953463742575,-0.03576982892690513,0.30579710144927535
0.372,-0.155,52.953463742575,-0.03421461897356143,0.30289855072463767
0.376,-0.08,52.953463742575,-0.03374805598755832,0.3
0.38,-0.03,52.953463742575,-0.03110419906687403,0.30434782608695654
0.384,-0.0,52.116254829648916,-0.026438569206842923,0.2971014492753623
0.388,0.04,52.74416151434348,-0.0223950233281493,0.3130434782608696
0.392,0.055,52.32555705788044,-0.017107309486780714,0.3115942028985507
0.396,0.08,52.116254829648916,-0.012441679626749611,0.33043478260869563
0.4,0.095,52.116254829648916,-0.004976671850699844,0.33043478260869563
0.404,0.06,51.69765037318587,0.0009331259720062209,0.32463768115942027
0.408,0.08,51.48834814495435,0.00933125972006221,0.3072463768115942
0.412,0.075,51.69765037318587,0.016485225505443235,0.3072463768115942
0.416,0.08,51.906952601417395,0.02270606531881804,0.2956521739130435
0.42,0.085,51.69765037318587,0.029082426127527216,0.2971014492753623
0.424,0.08,52.116254829648916,0.038258164852255055,0.2898550724637681
0.428,0.085,51.27904591672283,0.04805598755832037,0.30289855072463767
0.432,0.09,51.69765037318587,0.05178849144634526,0.30289855072463767
0.436,0.085,51.69765037318587,0.056765163297045104,0.3072463768115942
0.44,0.085,51.48834814495435,0.06376360808709176,0.3159420289855073
0.444,0.1,51.69765037318587,0.06594090202177294,0.32318840579710145
0.448,0.105,51.906952601417395,0.07045101088646967,0.33043478260869563
0.452,0.11,51.906952601417395,0.07527216174183515,0.3115942028985507
0.456,0.105,51.27904591672283,0.07776049766718507,0.30434782608695654
0.46,0.105,51.48834814495435,0.07776049766718507,0.2927536231884058
0.464,0.125,51.27904591672283,0.08040435458786936,0.2971014492753623
0.468,0.12,51.06974368849131,0.08398133748055987,0.2898550724637681
0.472,0.125,51.06974368849131,0.08491446345256609,0.2956521739130435
