Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.065,54.62788156842718,0.014618973561430793,-0.28405797101449276
0.004,0.07,53.79067265550109,0.0104199066874028,-0.28840579710144926
0.008,0.07,53.79067265550109,0.006842923794712286,-0.28840579710144926
0.012,0.075,53.37206819903805,0.006376360808709175,-0.2797101449275362
0.016,0.075,53.162765970806525,0.008398133748055987,-0.27391304347826084
0.02,0.08,52.953463742575,0.0052877138413685845,-0.2536231884057971
0.024,0.07,52.74416151434348,0.004510108864696734,-0.25507246376811593
0.028,0.08,52.53485928611196,0.0037325038880248835,-0.23768115942028986
0.032,0.08,51.906952601417395,0.006376360808709175,-0.23768115942028986
0.036,0.08,51.906952601417395,0.008709175738724729,-0.2246376811594203
0.04,0.075,51.27904591672283,0.00933125972006221,-0.2246376811594203
0.044,0.08,51.27904591672283,0.008553654743390357,-0.21014492753623187
0.048,0.08,50.860441460259786,0.009486780715396579,-0.21884057971014492
0.052,0.12,50.860441460259786,0.009953343701399688,-0.21884057971014492
0.056,0.14,50.23253477556522,0.01181959564541213,-0.22608695652173913
0.06,0.2,50.23253477556522,0.017573872472783827,-0.20869565217391303
0.064,0.305,50.23253477556522,0.023950233281493,-0.20869565217391303
0.068,0.48,50.23253477556522,0.03110419906687403,-0.18985507246376812
0.072,0.69,49.39532586263913,0.03996889580093312,-0.18115942028985507
0.076,0.87,49.39532586263913,0.046034214618973564,-0.16376811594202897
0.08,0.955,49.18602363440761,0.041990668740279936,-0.1565217391304348
0.084,0.765,49.604628090870655,0.026905132192846033,-0.1565217391304348
0.088,0.44,48.76741917794457,0.01181959564541213,-0.1536231884057971
0.092,0.06,48.76741917794457,-0.005132192846034215,-0.1565217391304348
0.096,-0.24,48.76741917794457,-0.015396578538102643,-0.1565217391304348
0.1,-0.36,48.76741917794457,-0.02052877138413686,-0.1492753623188406
0.104,-0.345,47.93021026501848,-0.021150855365474338,-0.1565217391304348
0.108,-0.235,47.72090803678696,-0.02177293934681182,-0.1565217391304348
0.112,-0.13,47.93021026501848,-0.02192846034214619,-0.1391304347826087
0.116,-0.065,47.72090803678696,-0.017418351477449457,-0.13333333333333333
0.12,-0.015,47.72090803678696,-0.015707620528771383,-0.11594202898550725
0.124,0.02,47.302303580323915,-0.014930015552099534,-0.1144927536231884
0.128,0.06,46.88369912386087,-0.014152410575427682,-0.09130434782608696
0.132,0.06,46.88369912386087,-0.01104199066874028,-0.09855072463768116
0.136,0.08,46.46509466739783,-0.010575427682737169,-0.08115942028985507
0.14,0.06,46.25579243916631,-0.01104199066874028,-0.08695652173913043
0.144,0.065,46.25579243916631,-0.012286158631415241,-0.08115942028985507
0.148,0.065,45.83718798270326,-0.012908242612752722,-0.08405797101449275
0.152,0.07,46.25579243916631,-0.013841368584758942,-0.0782608695652174
0.156,0.075,46.046490210934785,-0.014930015552099534,-0.08840579710144927
0.16,0.07,45.41858352624022,-0.015396578538102643,-0.06956521739130435
0.164,0.08,45.83718798270326,-0.018818040435458788,-0.06666666666666667
0.168,0.08,45.62788575447174,-0.02255054432348367,-0.0463768115942029
0.172,0.1,45.62788575447174,-0.02410575427682737,-0.036231884057971016
0.176,0.085,45.2092812980087,-0.026594090202177293,-0.028985507246376812
0.18,0.095,45.41858352624022,-0.030171073094867808,-0.028985507246376812
0.184,0.085,45.41858352624022,-0.03359253499222395,-0.02463768115942029
0.188,0.09,45.2092812980087,-0.03219284603421462,-0.017391304347826087
0.192,0.1,44.999979069777176,-0.03219284603421462,-0.02318840579710145
0.196,0.1,44.999979069777176,-0.03234836702954899,-0.02318840579710145
0.2,0.1,44.790676841545654,-0.0297045101088647,-0.01884057971014493
0.204,0.11,44.37207238508261,-0.028149300155520994,-0.01884057971014493
0.208,0.105,44.37207238508261,-0.0297045101088647,-0.02463768115942029
