Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.125,47.51160580855544,-0.018818040435458788,-0.6550724637681159
0.004,0.115,47.72090803678696,-0.018195956454121306,-0.6463768115942029
0.008,0.135,46.67439689562935,-0.016951788491446344,-0.6492753623188405
0.012,0.15,46.88369912386087,-0.017884914463452566,-0.6681159420289855
0.016,0.14,46.88369912386087,-0.017884914463452566,-0.6623188405797101
0.02,0.13,47.093001352092394,-0.016640746500777605,-0.6579710144927536
0.024,0.15,46.46509466739783,-0.016951788491446344,-0.6652173913043479
0.028,0.16,46.88369912386087,-0.019906687402799376,-0.6768115942028986
0.032,0.16,46.46509466739783,-0.018040435458786936,-0.6782608695652174
0.036,0.175,47.302303580323915,-0.015707620528771383,-0.6840579710144927
0.04,0.165,47.72090803678696,-0.013841368584758942,-0.6768115942028986
0.044,0.175,48.348814721481524,-0.012597200622083981,-0.6869565217391305
0.048,0.19,48.97672140617609,-0.01119751166407465,-0.6782608695652174
0.052,0.175,51.27904591672283,-0.008864696734059098,-0.6811594202898551
0.056,0.17,53.79067265550109,-0.007309486780715396,-0.6536231884057971
0.06,0.185,56.09299716604783,-0.005598755832037325,-0.663768115942029
0.064,0.2,58.60462390482609,-0.004976671850699844,-0.6753623188405797
0.068,0.2,61.95345955653044,-0.004665629860031105,-0.6884057971014492
0.072,0.19,65.09299298000326,-0.004976671850699844,-0.6869565217391305
0.076,0.195,68.23252640347609,-0.003110419906687403,-0.6898550724637681
0.08,0.2,71.37205982694891,-0.001244167962674961,-0.6985507246376812
0.084,0.205,75.55810439157935,-0.0038880248833592537,-0.7057971014492753
0.088,0.205,79.74414895620978,-0.006687402799377916,-0.6985507246376812
0.092,0.205,83.30228683614565,-0.005598755832037325,-0.6927536231884058
0.096,0.215,88.11623808547066,-0.005598755832037325,-0.6811594202898551
0.1,0.21,93.13949156302718,-0.006687402799377916,-0.6739130434782609
0.104,0.22,97.53483835588914,-0.005598755832037325,-0.6782608695652174
0.108,0.23,101.72088292051957,-0.005443234836702955,-0.6898550724637681
0.112,0.215,106.53483416984457,-0.006220839813374806,-0.6898550724637681
0.116,0.2,110.72087873447501,-0.006842923794712286,-0.6768115942028986
0.12,0.2,114.69762107087392,-0.004665629860031105,-0.6855072463768116
0.124,0.2,118.25575895080979,-0.006220839813374806,-0.6884057971014492
0.128,0.195,120.97668791781958,-0.01119751166407465,-0.7
0.132,0.185,123.48831465659784,-0.013374805598755831,-0.6985507246376812
0.136,0.175,124.95343025421849,-0.014463452566096423,-0.7217391304347827
0.14,0.16,125.9999413953761,-0.017729393468118197,-0.7130434782608696
0.144,0.16,126.62784808007066,-0.02223950233281493,-0.7130434782608696
0.148,0.165,126.83715030830218,-0.024883359253499222,-0.6898550724637681
0.152,0.135,125.9999413953761,-0.025660964230171075,-0.691304347826087
0.156,0.115,125.16273248245001,-0.027371695178849145,-0.672463768115942
0.16,0.1,123.90691911306088,-0.026127527216174184,-0.6797101449275362
0.164,0.085,121.60459460251414,-0.026749611197511663,-0.6840579710144927
0.168,0.09,119.93017677666197,-0.026594090202177293,-0.7043478260869566
0.172,0.07,117.83715449434675,-0.029860031104199068,-0.6956521739130435
0.176,0.05,115.74413221203153,-0.029393468118195955,-0.7043478260869566
0.18,0.04,113.23250547325327,-0.027993779160186624,-0.7130434782608696
0.184,0.03,111.34878541916957,-0.030482115085536547,-0.7130434782608696
0.188,0.02,108.62785645215979,-0.031415241057542766,-0.7043478260869566
0.192,0.02,105.69762525691849,-0.027682737169517885,-0.7057971014492753
0.196,0.015,103.60460297460327,-0.025194401244167962,-0.6869565217391305
0.2,0.005,101.9301851487511,-0.023950233281493,-0.6898550724637681
0.204,0.005,99.83716286643588,-0.023017107309486782,-0.6884057971014492
0.208,-0.01,97.32553612765761,-0.02177293934681182,-0.6782608695652174
0.212,-0.0,95.2325138453424,-0.021150855365474338,-0.7
0.216,0.005,93.13949156302718,-0.0208398133748056,-0.6826086956521739
0.22,-0.0,91.465073737175,-0.017884914463452566,-0.7115942028985507
0.224,0.005,89.79065591132283,-0.018973561430793158,-0.6971014492753623
0.228,0.005,87.48833140077609,-0.02161741835147745,-0.7246376811594203
0.232,-0.0,86.02321580315544,-0.02177293934681182,-0.7159420289855073
0.236,0.015,84.13949574907174,-0.018040435458786936,-0.7057971014492753
0.24,-0.0,82.88368237968261,-0.015241057542768274,-0.7144927536231884
0.244,0.005,81.62786901029348,-0.014774494556765163,-0.7072463768115942
0.248,0.015,79.74414895620978,-0.014618973561430793,-0.6956521739130435
0.252,0.02,79.11624227151522,-0.014307931570762053,-0.7057971014492753
0.256,0.025,78.27903335858913,-0.016485225505443235,-0.6985507246376812
0.26,0.02,77.23252221743152,-0.016951788491446344,-0.6985507246376812
0.264,0.025,75.55810439157935,-0.018040435458786936,-0.7072463768115942
0.268,0.02,74.93019770688478,-0.017729393468118197,-0.7115942028985507
0.272,0.025,74.0929887939587,-0.019751166407465007,-0.7115942028985507
0.276,0.03,73.67438433749565,-0.018040435458786936,-0.7347826086956522
0.28,0.045,72.83717542456957,-0.017107309486780714,-0.7144927536231884
0.284,0.035,72.209268739875,-0.018973561430793158,-0.7217391304347827
0.288,0.03,71.79066428341196,-0.019906687402799376,-0.7231884057971014
