Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.14,54.8371837966587,-0.04339035769828927,0.5173913043478261
0.004,0.135,55.04648602489022,-0.04043545878693624,0.5217391304347826
0.008,0.135,54.418579340195656,-0.038102643856920686,0.5043478260869565
0.012,0.12,54.62788156842718,-0.03732503888024884,0.5231884057971015
0.016,0.12,54.418579340195656,-0.03623639191290824,0.5362318840579711
0.02,0.12,53.79067265550109,-0.03623639191290824,0.5565217391304348
0.024,0.105,53.37206819903805,-0.03623639191290824,0.5376811594202898
0.028,0.1,53.37206819903805,-0.03561430793157076,0.5391304347826087
0.032,0.115,52.953463742575,-0.03701399688958009,0.553623188405797
0.036,0.1,52.953463742575,-0.04027993779160187,0.5391304347826087
0.04,0.08,52.32555705788044,-0.039191290824261274,0.5173913043478261
0.044,0.08,52.116254829648916,-0.038102643856920686,0.5130434782608696
0.048,0.06,52.116254829648916,-0.041990668740279936,0.5072463768115942
0.052,0.06,51.27904591672283,-0.042301710730948676,0.5101449275362319
0.056,0.07,51.06974368849131,-0.04370139968895801,0.5057971014492754
0.06,0.08,50.651139232028264,-0.04525660964230171,0.5101449275362319
0.064,0.065,50.651139232028264,-0.0432348367029549,0.5202898550724637
0.068,0.075,50.651139232028264,-0.0416796267496112,0.5159420289855072
0.072,0.07,50.23253477556522,-0.04136858475894246,0.5347826086956522
0.076,0.08,50.44183700379674,-0.04292379471228616,0.5391304347826087
0.08,0.08,49.81393031910218,-0.0416796267496112,0.5449275362318841
0.084,0.08,49.39532586263913,-0.037636080870917576,0.5318840579710145
0.088,0.08,48.76741917794457,-0.037791601866251946,0.5260869565217391
0.092,0.075,48.97672140617609,-0.038569206842923795,0.518840579710145
0.096,0.085,49.18602363440761,-0.037947122861586316,0.5173913043478261
0.1,0.08,48.76741917794457,-0.038569206842923795,0.5159420289855072
0.104,0.08,48.558116949713046,-0.03732503888024884,0.527536231884058
0.108,0.08,48.558116949713046,-0.037947122861586316,0.527536231884058
0.112,0.06,48.76741917794457,-0.03748055987558321,0.5449275362318841
0.116,0.125,47.51160580855544,-0.03670295489891135,0.527536231884058
0.12,0.13,47.93021026501848,-0.03670295489891135,0.5318840579710145
0.124,0.215,47.93021026501848,-0.030171073094867808,0.5449275362318841
0.128,0.31,47.302303580323915,-0.021150855365474338,0.5463768115942029
0.132,0.48,47.51160580855544,-0.015085536547433904,0.527536231884058
0.136,0.71,47.302303580323915,-0.006842923794712286,0.5304347826086957
0.14,0.88,46.88369912386087,0.0007776049766718507,0.5202898550724637
0.144,0.95,46.67439689562935,0.0027993779160186624,0.5043478260869565
0.148,0.765,46.88369912386087,-0.006220839813374806,0.508695652173913
0.152,0.46,46.88369912386087,-0.017884914463452566,0.508695652173913
0.156,0.08,45.62788575447174,-0.029082426127527216,0.5043478260869565
0.16,-0.225,46.046490210934785,-0.035147744945567654,0.5101449275362319
0.164,-0.35,45.62788575447174,-0.03748055987558321,0.5159420289855072
0.168,-0.315,45.41858352624022,-0.03421461897356143,0.5043478260869565
0.172,-0.22,45.62788575447174,-0.03374805598755832,0.5333333333333333
0.176,-0.115,44.999979069777176,-0.03670295489891135,0.5101449275362319
0.18,-0.05,45.41858352624022,-0.03561430793157076,0.5391304347826087
0.184,-0.0,44.999979069777176,-0.034836702954898914,0.5217391304347826
0.188,0.02,45.41858352624022,-0.03359253499222395,0.5101449275362319
0.192,0.045,44.790676841545654,-0.03188180404354588,0.49420289855072463
0.196,0.07,44.58137461331413,-0.031726283048211505,0.4971014492753623
0.2,0.08,44.37207238508261,-0.0297045101088647,0.4927536231884058
0.204,0.085,44.58137461331413,-0.031726283048211505,0.5173913043478261
