Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.195,117.4185500378837,0.023017107309486782,0.39710144927536234
0.004,0.18,117.4185500378837,0.021150855365474338,0.3927536231884058
0.008,0.165,117.4185500378837,0.021150855365474338,0.39855072463768115
0.012,0.145,116.58134112495762,0.02192846034214619,0.4072463768115942
0.016,0.135,115.11622552733697,0.02021772939346812,0.40869565217391307
0.02,0.125,114.4883188426424,0.019284603421461897,0.42318840579710143
0.024,0.105,113.23250547325327,0.019595645412130637,0.41594202898550725
0.028,0.095,111.5580876474011,0.016174183514774496,0.4217391304347826
0.032,0.085,109.25576313685436,0.01010886469673406,0.40869565217391307
0.036,0.06,107.37204308277066,0.008709175738724729,0.4144927536231884
0.04,0.05,105.69762525691849,0.005443234836702955,0.4028985507246377
0.044,0.04,104.02320743106631,0.002021772939346812,0.40869565217391307
0.048,0.025,101.72088292051957,-0.0017107309486780716,0.4028985507246377
0.052,0.005,99.83716286643588,0.002488335925349922,0.39420289855072466
0.056,0.02,98.37204726881522,-0.008398133748055987,0.38115942028985506
0.06,0.005,96.2790249865,-0.008087091757387248,0.4
0.064,-0.0,93.97670047595327,-0.01073094867807154,0.3753623188405797
0.068,-0.0,92.30228265010109,-0.012441679626749611,0.4072463768115942
0.072,-0.0,91.25577150894348,-0.013685847589424573,0.4057971014492754
0.076,-0.0,88.95344699839674,-0.015085536547433904,0.4
0.08,-0.0,87.48833140077609,-0.016796267496111975,0.4028985507246377
0.084,0.015,85.6046113466924,-0.015863141524105753,0.4144927536231884
0.088,-0.01,84.97670466199783,-0.02006220839813375,0.4072463768115942
0.092,-0.0,83.09298460791413,-0.02348367029548989,0.3898550724637681
0.096,-0.0,81.41856678206196,-0.02223950233281493,0.3927536231884058
0.1,-0.01,80.16275341267283,-0.02177293934681182,0.3826086956521739
0.104,-0.0,79.11624227151522,-0.02332814930015552,0.372463768115942
0.108,0.005,78.06973113035761,-0.024727838258164853,0.3826086956521739
0.112,0.01,76.39531330450544,-0.025816485225505444,0.3739130434782609
0.116,-0.0,75.97670884804239,-0.028460342146189737,0.39855072463768115
0.12,-0.0,75.55810439157935,-0.029393468118195955,0.4043478260869565
0.124,0.015,74.72089547865326,-0.027216174183514776,0.3927536231884058
0.128,0.015,73.67438433749565,-0.029393468118195955,0.4072463768115942
0.132,0.02,73.46508210926413,-0.03188180404354588,0.41304347826086957
0.136,0.01,72.62787319633804,-0.03359253499222395,0.4115942028985507
0.14,0.005,71.79066428341196,-0.03297045101088647,0.39420289855072466
0.144,0.02,70.74415314225435,-0.03390357698289269,0.3884057971014493
0.148,0.015,70.53485091402283,-0.03530326594090202,0.3927536231884058
0.152,0.005,69.2790375446337,-0.034992223950233284,0.37681159420289856
0.156,0.035,69.06973531640217,-0.03343701399688958,0.38405797101449274
0.16,0.03,68.23252640347609,-0.031259720062208396,0.3884057971014493
0.164,0.025,67.81392194701304,-0.029860031104199068,0.372463768115942
0.168,0.04,67.18601526231848,-0.028615863141524107,0.4101449275362319
0.172,0.035,66.34880634939239,-0.026905132192846033,0.4057971014492754
0.176,0.04,65.93020189292935,-0.0255054432348367,0.4
0.18,0.04,65.09299298000326,-0.0223950233281493,0.3927536231884058
0.184,0.04,64.4650862953087,-0.02021772939346812,0.39855072463768115
0.188,0.055,64.04648183884565,-0.02192846034214619,0.4028985507246377
0.192,0.04,62.99997069768805,-0.024883359253499222,0.4072463768115942
0.196,0.04,62.16276178476196,-0.0255054432348367,0.3884057971014493
0.2,0.04,62.16276178476196,-0.0255054432348367,0.38115942028985506
0.204,0.055,61.5348551000674,-0.03110419906687403,0.3898550724637681
0.208,0.04,60.90694841537283,-0.031259720062208396,0.39565217391304347
0.212,0.04,60.279041730678266,-0.03328149300155521,0.3884057971014493
