Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.175,105.69762525691849,-0.06656298600311042,-0.43768115942028984
0.004,0.165,107.16274085453914,-0.0682737169517885,-0.43768115942028984
0.008,0.16,107.99994976746522,-0.07153965785381027,-0.4289855072463768
0.012,0.15,108.62785645215979,-0.07216174183514774,-0.45072463768115945
0.016,0.14,109.04646090862283,-0.07465007776049767,-0.43768115942028984
0.02,0.105,108.41855422392827,-0.07589424572317263,-0.43768115942028984
0.024,0.1,108.20925199569675,-0.07947122861586314,-0.4217391304347826
0.028,0.085,106.95343862630762,-0.08040435458786936,-0.4318840579710145
0.032,0.09,105.69762525691849,-0.08149300155520996,-0.4405797101449275
0.036,0.06,104.65111411576088,-0.08304821150855365,-0.44782608695652176
0.04,0.065,103.18599851814022,-0.08631415241057543,-0.45217391304347826
0.044,0.045,100.88367400759348,-0.08475894245723173,-0.4681159420289855
0.048,0.05,99.41855840997283,-0.08398133748055987,-0.463768115942029
0.052,0.035,98.58134949704674,-0.08755832037325038,-0.45942028985507244
0.056,0.025,96.2790249865,-0.0891135303265941,-0.4797101449275362
0.06,0.03,93.3487937912587,-0.08895800933125972,-0.4782608695652174
0.064,0.015,92.51158487833261,-0.08833592534992224,-0.4681159420289855
0.068,0.01,91.04646928071196,-0.0869362363919129,-0.47246376811594204
0.072,0.02,88.95344699839674,-0.08273716951788491,-0.463768115942029
0.076,-0.0,87.06972694431305,-0.08133748055987558,-0.45652173913043476
0.08,0.02,84.97670466199783,-0.08398133748055987,-0.4797101449275362
0.084,0.01,83.7208912926087,-0.08055987558320374,-0.4623188405797101
0.088,0.005,81.62786901029348,-0.07900466562986003,-0.4782608695652174
0.092,0.005,80.58135786913587,-0.07838258164852255,-0.48695652173913045
0.096,0.015,78.69763781505218,-0.07853810264385692,-0.48695652173913045
0.1,0.02,77.65112667389457,-0.08009331259720062,-0.4927536231884058
0.104,0.02,76.39531330450544,-0.08102643856920684,-0.5159420289855072
0.108,0.03,74.72089547865326,-0.0833592534992224,-0.48695652173913045
