Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.08,55.465090481353265,-0.0104199066874028,-0.19855072463768117
0.004,0.08,55.465090481353265,-0.01181959564541213,-0.21159420289855072
0.008,0.085,55.04648602489022,-0.013063763608087092,-0.19710144927536233
0.012,0.095,54.8371837966587,-0.016018662519440126,-0.2
0.016,0.1,54.62788156842718,-0.015552099533437015,-0.19130434782608696
0.02,0.09,54.62788156842718,-0.013685847589424573,-0.18115942028985507
0.024,0.1,54.62788156842718,-0.009797822706065318,-0.1855072463768116
0.028,0.1,54.209277111964134,-0.01166407465007776,-0.1826086956521739
0.032,0.115,53.79067265550109,-0.0104199066874028,-0.1927536231884058
0.036,0.125,53.37206819903805,-0.009175738724727838,-0.1927536231884058
0.04,0.12,53.79067265550109,-0.006998444790046656,-0.20869565217391303
0.044,0.12,53.79067265550109,-0.008398133748055987,-0.20579710144927535
0.048,0.14,53.37206819903805,-0.008242612752721618,-0.22028985507246376
0.052,0.14,52.953463742575,-0.010575427682737169,-0.22028985507246376
0.056,0.14,52.32555705788044,-0.00933125972006221,-0.2144927536231884
0.06,0.14,52.74416151434348,-0.008864696734059098,-0.21304347826086956
0.064,0.155,52.32555705788044,-0.004354587869362364,-0.20869565217391303
0.068,0.16,52.32555705788044,-0.006842923794712286,-0.19710144927536233
0.072,0.16,52.53485928611196,-0.01010886469673406,-0.19855072463768117
0.076,0.16,52.53485928611196,-0.0104199066874028,-0.19710144927536233
0.08,0.16,52.116254829648916,-0.011508553654743391,-0.20434782608695654
0.084,0.18,52.53485928611196,-0.01104199066874028,-0.21159420289855072
0.088,0.185,53.162765970806525,-0.014774494556765163,-0.22028985507246376
0.092,0.185,53.99997488373261,-0.014307931570762053,-0.2318840579710145
0.096,0.185,55.465090481353265,-0.011508553654743391,-0.24202898550724639
0.1,0.205,57.13950830720544,-0.016485225505443235,-0.23478260869565218
0.104,0.195,58.60462390482609,-0.014307931570762053,-0.25072463768115943
0.108,0.215,60.48834395890979,-0.012441679626749611,-0.24347826086956523
0.112,0.205,62.99997069768805,-0.011508553654743391,-0.24347826086956523
0.116,0.205,65.30229520823478,-0.010575427682737169,-0.2318840579710145
0.12,0.23,67.60461971878152,-0.006220839813374806,-0.23768115942028986
0.124,0.23,69.69764200109674,-0.0037325038880248835,-0.23333333333333334
0.128,0.23,72.41857096810652,-0.004354587869362364,-0.24057971014492754
0.132,0.235,75.55810439157935,-0.0057542768273716955,-0.2536231884057971
0.136,0.24,78.06973113035761,-0.0037325038880248835,-0.2594202898550725
0.14,0.25,80.99996232559891,-0.005132192846034215,-0.26231884057971017
0.144,0.24,84.55810020553479,-0.0057542768273716955,-0.2710144927536232
0.148,0.23,87.69763362900761,-0.0006220839813374805,-0.27246376811594203
0.152,0.24,89.99995813955435,-0.004665629860031105,-0.2710144927536232
0.156,0.25,92.93018933479566,-0.005132192846034215,-0.2768115942028985
0.16,0.225,95.65111830180544,-0.007309486780715396,-0.2710144927536232
0.164,0.24,98.1627450405837,-0.0037325038880248835,-0.27391304347826084
0.168,0.245,100.46506955113044,-0.006842923794712286,-0.26231884057971017
0.172,0.22,102.34878960521414,-0.009797822706065318,-0.26666666666666666
0.176,0.22,104.02320743106631,-0.013063763608087092,-0.2608695652173913
0.18,0.225,105.48832302868696,-0.012597200622083981,-0.27391304347826084
0.184,0.21,106.53483416984457,-0.015552099533437015,-0.27246376811594203
0.188,0.22,107.16274085453914,-0.014152410575427682,-0.2927536231884058
0.192,0.195,107.99994976746522,-0.017107309486780714,-0.2985507246376812
0.196,0.185,107.7906475392337,-0.018818040435458788,-0.3072463768115942
0.2,0.16,107.7906475392337,-0.017573872472783827,-0.3
0.204,0.14,107.37204308277066,-0.019906687402799376,-0.3101449275362319
0.208,0.13,106.7441363980761,-0.019751166407465007,-0.2927536231884058
0.212,0.1,106.11622971338153,-0.02255054432348367,-0.30434782608695654
0.216,0.1,104.65111411576088,-0.024261275272161743,-0.2898550724637681
0.22,0.08,103.39530074637175,-0.02177293934681182,-0.2985507246376812
0.224,0.045,101.72088292051957,-0.018973561430793158,-0.2956521739130435
0.228,0.045,100.46506955113044,-0.02052877138413686,-0.2956521739130435
0.232,0.025,98.99995395350979,-0.019751166407465007,-0.3072463768115942
0.236,-0.0,97.32553612765761,-0.014307931570762053,-0.3188405797101449
0.24,-0.0,96.06972275826848,-0.012908242612752722,-0.32463768115942027
0.244,-0.02,94.60460716064783,-0.011508553654743391,-0.33043478260869563
0.248,-0.025,93.13949156302718,-0.012286158631415241,-0.32463768115942027
0.252,-0.02,91.465073737175,-0.01181959564541213,-0.32608695652173914
