Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.14,42.06974787453587,-0.09626749611197512,-0.9492753623188406
0.004,0.14,41.65114341807283,-0.0880248833592535,-0.9492753623188406
0.008,0.155,42.06974787453587,-0.0822706065318818,-0.9507246376811594
0.012,0.15,42.27905010276739,-0.0796267496111975,-0.9449275362318841
0.016,0.15,42.90695678746196,-0.07620528771384137,-0.936231884057971
0.02,0.145,43.744165700388045,-0.07465007776049767,-0.9333333333333333
0.024,0.16,44.790676841545654,-0.07573872472783826,-0.927536231884058
0.028,0.165,46.67439689562935,-0.07465007776049767,-0.9217391304347826
0.032,0.17,48.76741917794457,-0.07278382581648522,-0.9420289855072463
0.036,0.175,51.27904591672283,-0.07278382581648522,-0.9391304347826087
0.04,0.19,53.58137042726957,-0.07527216174183515,-0.9507246376811594
0.044,0.19,56.30229939427935,-0.07589424572317263,-0.946376811594203
0.048,0.2,59.23253058952066,-0.07573872472783826,-0.9608695652173913
0.052,0.205,62.372064012993484,-0.07433903576982892,-0.9594202898550724
0.056,0.205,64.67438852354022,-0.07558320373250389,-0.9681159420289855
0.06,0.22,68.02322417524456,-0.07698289269051321,-0.9550724637681159
0.064,0.215,71.37205982694891,-0.07542768273716952,-0.9594202898550724
0.068,0.215,74.93019770688478,-0.07573872472783826,-0.9565217391304348
0.072,0.215,78.48833558682065,-0.07620528771384137,-0.9492753623188406
0.076,0.21,82.25577569498805,-0.07620528771384137,-0.9391304347826087
0.08,0.205,86.23251803138696,-0.07527216174183515,-0.9449275362318841
0.084,0.205,89.79065591132283,-0.07527216174183515,-0.9507246376811594
0.088,0.21,93.13949156302718,-0.07091757387247279,-0.9492753623188406
0.092,0.2,96.48832721473153,-0.06516329704510108,-0.9594202898550724
0.096,0.185,99.41855840997283,-0.06345256609642301,-0.9666666666666667
0.1,0.19,102.13948737698261,-0.060964230171073094,-0.9652173913043478
0.104,0.175,103.81390520283479,-0.05474339035769829,-0.9739130434782609
0.108,0.185,105.48832302868696,-0.048989113530326596,-0.9681159420289855
0.112,0.175,106.7441363980761,-0.04665629860031104,-0.9623188405797102
0.116,0.14,108.62785645215979,-0.04416796267496112,-0.9623188405797102
0.12,0.155,108.20925199569675,-0.041990668740279936,-0.9449275362318841
0.124,0.13,108.83715868039131,-0.04354587869362364,-0.9594202898550724
0.128,0.115,108.41855422392827,-0.042301710730948676,-0.946376811594203
0.132,0.11,108.41855422392827,-0.04121306376360809,-0.9623188405797102
0.136,0.095,107.37204308277066,-0.0447900466562986,-0.9623188405797102
0.14,0.075,106.32553194161305,-0.049144634525660966,-0.9681159420289855
0.144,0.07,105.48832302868696,-0.052099533437014,-0.9652173913043478
0.148,0.07,104.02320743106631,-0.05614307931570762,-0.9739130434782609
0.152,0.04,102.55809183344566,-0.060342146189735615,-0.9695652173913043
0.156,0.04,100.88367400759348,-0.06687402799377916,-0.9753623188405797
0.16,0.04,99.62786063820435,-0.07200622083981338,-0.9637681159420289
0.164,0.025,98.37204726881522,-0.07325038880248834,-0.9666666666666667
0.168,0.025,96.48832721473153,-0.07589424572317263,-0.9536231884057971
0.172,0.01,94.81390938887935,-0.07853810264385692,-0.9565217391304348
0.176,0.015,93.13949156302718,-0.08242612752721618,-0.9507246376811594
0.18,0.01,91.465073737175,-0.08553654743390357,-0.9521739130434783
0.184,0.02,90.4185625960174,-0.09020217729393468,-0.9507246376811594
0.188,0.005,88.5348425419337,-0.09082426127527216,-0.9550724637681159
0.192,0.015,87.06972694431305,-0.08926905132192846,-0.9550724637681159
0.196,0.005,85.6046113466924,-0.09004665629860031,-0.9579710144927536
0.2,0.005,84.55810020553479,-0.09051321928460342,-0.9536231884057971
0.204,0.005,82.67438015145109,-0.08460342146189735,-0.9579710144927536
0.208,0.01,81.20926455383044,-0.080248833592535,-0.9478260869565217
0.212,0.01,80.58135786913587,-0.07651632970451011,-0.9376811594202898
0.216,0.015,79.32554449974674,-0.0734059097978227,-0.9217391304347826
0.22,0.02,77.86042890212609,-0.06889580093312597,-0.9202898550724637
0.224,0.02,76.39531330450544,-0.0671850699844479,-0.9101449275362319
0.228,0.015,75.76740661981087,-0.0645412130637636,-0.9101449275362319
0.232,0.03,75.1394999351163,-0.061430793157076204,-0.9057971014492754
0.236,0.015,73.88368656572717,-0.06158631415241057,-0.9057971014492754
0.24,0.035,73.04647765280109,-0.06516329704510108,-0.9173913043478261
0.244,0.03,72.209268739875,-0.06765163297045101,-0.9101449275362319
0.248,0.025,71.58136205518043,-0.0687402799377916,-0.9188405797101449
0.252,0.035,70.74415314225435,-0.0734059097978227,-0.9043478260869565
0.256,0.04,69.69764200109674,-0.0776049766718507,-0.9188405797101449
0.26,0.04,69.06973531640217,-0.08102643856920684,-0.8884057971014493
0.264,0.025,68.44182863170761,-0.08398133748055987,-0.8884057971014493
0.268,0.04,68.02322417524456,-0.08615863141524106,-0.8753623188405797
0.272,0.03,66.97671303408696,-0.08833592534992224,-0.8710144927536232
0.276,0.035,66.34880634939239,-0.09129082426127527,-0.8565217391304348
0.28,0.035,65.72089966469782,-0.09160186625194401,-0.8565217391304348
0.284,0.04,65.5115974364663,-0.09517884914463452,-0.8478260869565217
0.288,0.04,64.25578406707717,-0.09331259720062209,-0.8579710144927536
0.292,0.035,63.627877382382614,-0.0891135303265941,-0.8521739130434782
0.296,0.04,63.41857515415109,-0.09004665629860031,-0.855072463768116
0.3,0.04,62.581366241225005,-0.08771384136858476,-0.8536231884057971
0.304,0.05,61.325552871835875,-0.08149300155520996,-0.8507246376811595
0.308,0.06,61.11625064360435,-0.07682737169517885,-0.8376811594202899
0.312,0.04,61.11625064360435,-0.07356143079315708,-0.8188405797101449
0.316,0.055,60.48834395890979,-0.06905132192846034,-0.8173913043478261
0.32,0.035,59.6511350459837,-0.06376360808709176,-0.7942028985507247
0.324,0.045,59.023228361289135,-0.060342146189735615,-0.7898550724637681
0.328,0.04,58.81392613305761,-0.05474339035769829,-0.7855072463768116
0.332,0.04,58.18601944836305,-0.04852255054432349,-0.7942028985507247
0.336,0.04,57.55811276366848,-0.046034214618973564,-0.782608695652174
