Time(s),ECG(mV),BP(mmHg),EEG (C4-A1)(mV),Resp (sum)(l)
0.0,0.855,61.95345955653044,-0.01135303265940902,-0.12173913043478261
0.004,0.365,61.325552871835875,-0.027371695178849145,-0.12608695652173912
0.008,-0.125,62.16276178476196,-0.038413685847589425,-0.12028985507246377
0.012,-0.32,61.74415732829892,-0.04385692068429238,-0.12753623188405797
0.016,-0.375,61.325552871835875,-0.04463452566096423,-0.1391304347826087
0.02,-0.285,61.5348551000674,-0.04650077760497667,-0.15217391304347827
0.024,-0.175,61.5348551000674,-0.04463452566096423,-0.1565217391304348
0.028,-0.11,61.74415732829892,-0.03981337480559875,-0.16376811594202897
0.032,-0.085,61.11625064360435,-0.0401244167962675,-0.15942028985507245
0.036,-0.05,61.11625064360435,-0.04136858475894246,-0.1681159420289855
0.04,-0.01,61.11625064360435,-0.038569206842923795,-0.16231884057971013
0.044,0.01,60.90694841537283,-0.03996889580093312,-0.1681159420289855
0.048,0.035,60.69764618714131,-0.03685847589424572,-0.1608695652173913
0.052,0.03,60.48834395890979,-0.038880248833592534,-0.16231884057971013
0.056,0.045,60.48834395890979,-0.03732503888024884,-0.1608695652173913
0.06,0.035,60.279041730678266,-0.03623639191290824,-0.1681159420289855
0.064,0.06,60.279041730678266,-0.039035769828926904,-0.1753623188405797
0.068,0.045,60.279041730678266,-0.03981337480559875,-0.18405797101449275
0.072,0.065,59.86043727421522,-0.04090202177293935,-0.19710144927536233
0.076,0.055,60.069739502446744,-0.04354587869362364,-0.2
0.08,0.045,59.86043727421522,-0.0447900466562986,-0.2
0.084,0.06,59.44183281775218,-0.04463452566096423,-0.21594202898550724
0.088,0.08,59.6511350459837,-0.04385692068429238,-0.2144927536231884
0.092,0.08,59.6511350459837,-0.04696734059097978,-0.2144927536231884
0.096,0.075,59.6511350459837,-0.049455676516329705,-0.20579710144927535
0.1,0.065,59.023228361289135,-0.04712286158631415,-0.19855072463768117
0.104,0.08,59.23253058952066,-0.046034214618973564,-0.20579710144927535
0.108,0.085,59.023228361289135,-0.04665629860031104,-0.2028985507246377
0.112,0.09,58.81392613305761,-0.047900466562986,-0.21014492753623187
0.116,0.1,58.60462390482609,-0.049922239502332814,-0.21594202898550724
0.12,0.105,57.976717220131526,-0.05287713841368585,-0.23623188405797102
0.124,0.105,58.60462390482609,-0.053343701399688956,-0.23768115942028986
0.128,0.12,57.976717220131526,-0.049455676516329705,-0.2492753623188406
0.132,0.115,58.39532167659457,-0.047900466562986,-0.25072463768115943
0.136,0.115,57.976717220131526,-0.0510108864696734,-0.2594202898550725
0.14,0.12,57.976717220131526,-0.049144634525660966,-0.24782608695652175
0.144,0.115,57.976717220131526,-0.046189735614307934,-0.25072463768115943
0.148,0.135,57.767414991900004,-0.04525660964230171,-0.23768115942028986
0.152,0.14,57.976717220131526,-0.04556765163297045,-0.24347826086956523
0.156,0.15,57.55811276366848,-0.04712286158631415,-0.24347826086956523
0.16,0.15,57.976717220131526,-0.04541213063763608,-0.2608695652173913
0.164,0.16,58.39532167659457,-0.04665629860031104,-0.26666666666666666
0.168,0.155,59.023228361289135,-0.04432348367029549,-0.27391304347826084
0.172,0.15,59.6511350459837,-0.04152410575427683,-0.27391304347826084
0.176,0.165,60.90694841537283,-0.04121306376360809,-0.28840579710144926
0.18,0.175,62.372064012993484,-0.04105754276827372,-0.2942028985507246
0.184,0.185,64.88369075177174,-0.037636080870917576,-0.3072463768115942
0.188,0.2,66.55810857762391,-0.03452566096423017,-0.2927536231884058
0.192,0.205,69.69764200109674,-0.03561430793157076,-0.2942028985507246
0.196,0.21,71.79066428341196,-0.03545878693623639,-0.3
0.2,0.215,74.72089547865326,-0.03297045101088647,-0.2985507246376812
0.204,0.22,78.06973113035761,-0.03203732503888025,-0.2956521739130435
0.208,0.22,81.62786901029348,-0.031415241057542766,-0.2971014492753623
0.212,0.225,85.18600689022935,-0.027993779160186624,-0.30869565217391304
0.216,0.245,88.95344699839674,-0.027371695178849145,-0.3217391304347826
0.22,0.255,92.30228265010109,-0.027993779160186624,-0.32463768115942027
0.224,0.23,96.48832721473153,-0.024883359253499222,-0.33043478260869563
0.228,0.245,100.25576732289892,-0.018973561430793158,-0.3347826086956522
0.232,0.25,103.60460297460327,-0.0208398133748056,-0.32753623188405795
0.236,0.25,106.95343862630762,-0.021306376360808708,-0.336231884057971
0.24,0.24,110.51157650624349,-0.019284603421461897,-0.3130434782608696
0.244,0.25,112.81390101679023,-0.018818040435458788,-0.32463768115942027
0.248,0.24,115.74413221203153,-0.015241057542768274,-0.30869565217391304
0.252,0.24,118.25575895080979,-0.014618973561430793,-0.30869565217391304
0.256,0.23,120.13947900489349,-0.013063763608087092,-0.3115942028985507
0.26,0.225,121.60459460251414,-0.01166407465007776,-0.32608695652173914
0.264,0.21,122.86040797190327,-0.0119751166407465,-0.3188405797101449
0.268,0.215,123.27901242836631,-0.009642301710730949,-0.34202898550724636
0.272,0.195,123.69761688482936,-0.01104199066874028,-0.3463768115942029
0.276,0.19,123.27901242836631,-0.01135303265940902,-0.34782608695652173
0.28,0.16,123.0697102001348,-0.013219284603421462,-0.34202898550724636
0.284,0.14,122.2325012872087,-0.0119751166407465,-0.3565217391304348
0.288,0.12,120.76738568958805,-0.01181959564541213,-0.34202898550724636
0.292,0.09,119.3022700919674,-0.015552099533437015,-0.34347826086956523
0.296,0.08,117.62785226611523,-0.017729393468118197,-0.3391304347826087
0.3,0.065,115.74413221203153,-0.019129082426127528,-0.336231884057971
0.304,0.06,114.06971438617936,-0.020995334370139968,-0.34347826086956523
0.308,0.045,112.39529656032718,-0.023950233281493,-0.34782608695652173
0.312,0.02,110.72087873447501,-0.027371695178849145,-0.3710144927536232
0.316,0.005,108.20925199569675,-0.026594090202177293,-0.3652173913043478
0.32,0.005,106.53483416984457,-0.028460342146189737,-0.3898550724637681
0.324,-0.0,104.23250965929783,-0.027527216174183515,-0.3826086956521739
0.328,-0.01,102.55809183344566,-0.024416796267496113,-0.3927536231884058
0.332,-0.015,100.67437177936196,-0.024883359253499222,-0.40144927536231884
0.336,-0.02,99.20925618174131,-0.024883359253499222,-0.40869565217391307
0.34,-0.02,97.32553612765761,-0.024727838258164853,-0.3884057971014493
0.344,-0.02,95.65111830180544,-0.024261275272161743,-0.3884057971014493
0.348,-0.02,94.18600270418479,-0.0223950233281493,-0.39420289855072466
0.352,-0.015,92.93018933479566,-0.021150855365474338,-0.4043478260869565
0.356,-0.02,91.25577150894348,-0.017573872472783827,-0.3898550724637681
0.36,-0.02,89.79065591132283,-0.016796267496111975,-0.39420289855072466
0.364,-0.015,88.95344699839674,-0.014774494556765163,-0.4057971014492754
0.368,-0.02,87.48833140077609,-0.013374805598755831,-0.42028985507246375
0.372,-0.015,86.44182025961848,-0.012286158631415241,-0.4217391304347826
